X,Y,id,title,Organization,InsertDate,UpdateDate,Address,overview,WebPage,TitleEN,NUMBER1,AddressEN,DescriptionEN,WebPageEN,,Score
600928.7482,6153885.789,2176,Akmuo Utenos miesto įkūrimui,[],8/20/2014,8/25/2014,Aušros g. Utena,Skirtas Utenos miesto įkūrimui. Utenos vardas pirmą kartą istorijos šaltiniuose minimas 1261 m. kai Mindaugas perleisdamas kalavijuočiams kai kurias žemes įrašė ir Utenos vardą.,http://utenainfo.lt/lt/akmuo_utenos_miesto_ikurimui,Stone for establishment of Utena,9,Aušra str Utena,The monument is for the establishment of Utena. Utena town was first mentioned in written sources in 1261. when King Mindaugas transferred some land to Sword-bearers.,http://utenainfo.lt/lt/akmuo_utenos_miesto_ikurimui,,5
600122.2983,6153862.247,2177,"Galerija ""Menų kamara""",[],8/19/2014,8/25/2014,Taikos g. 6 Utena,"Naujai įrengtoje Utenos regiono vietos veiklos grupės galerijoje MENŲ KAMARA eksponuojama  dailininko ir fotomenininko Rimanto Dichavičiaus fotografijos paroda ""Vizijos"".",http://utenainfo.lt/lt/galerija_menu_kamara,"Gallery ""Menų kamara""",12,Taikos str 6 Utena,In this newly set up gallery there is exhibition of photography “Vizijos” by the artist Rimantas Dichavičius.,http://utenainfo.lt/lt/galerija_menu_kamara,,2
600974.2566,6152692.428,2178,Miesto sodas,[],8/20/2014,8/25/2014,J.Basanavičiaus g. Utena,Miesto sodas Utenoje vilioja pėsčiųjų takais pakeltais 15 m virš žemės paviršiaus. Vaikštant jais galima grožėtis išpuoselėta augmenija bei dviejų upelių – Krašuonos bei Vyžuonos santaka.,http://utenainfo.lt/lt/miesto_sodas,Town garden,9,J. Basanavičiaus str Utena,Park called Town garden attracts people for its paths sleek flora and two creeks.,http://utenainfo.lt/lt/miesto_sodas,,2
620185.9555,6148365.953,2179,"Akmenys ""Mokas ir Mokiukas""",[],8/20/2014,8/28/2014,Šeimaties k. Tauragnų sen. Utenos r.,Tauragnai yra priglaudę Moko akmenį kuris yra nupjauto kūgio formos. Šis mil­ži­nas - 6 m il­gio ir 4 m aukš­čio yra la­bai gi­liai įsmi­gęs į že­mę. Šalia šio akmens guli kitas mažesnis – Mokiukas.,http://utenainfo.lt/lt/akmenys_mokas_ir_mokiukas,Stones „Mokas ir Mokiukas“,9,Šeimaties village Utena district,In the stone Mokas the year 1860 is carved. This giant is 6 m long and 4 m high and it is embedded deep in the ground. Beside this stone there is another smaller one called Mokiukas.,http://utenainfo.lt/en/stones_mokas_ir_mokiukas,,5
601276.676,6153276.629,2180,Dauniškio ežero parkas Utenoje,[],8/20/2014,8/25/2014,Aušros g. Utena,Vaizdingas Dauniškio parkas yra pamėgta uteniškių ir miesto svečių poilsio vieta. Dauniškio ežero pakrantėse žaidimų aikštelėse krykštauja laimingi vaikai senyvo amžiaus žmonės čia randa ramybę ir gryno oro oazę.,http://utenainfo.lt/lt/dauniskio_ezeras_utenoje,Dauniškis lake park,9,Aušros str Utena,Scenery Dauniškis park is admired by both locals and town visitors. There are playgrounds around the shore for kids and many benches for adults and elderly to relax and enjoy the day.,http://utenainfo.lt/lt/dauniskio_ezeras_utenoje,,4
600854.1356,6153182.437,2181,Vyžuonos parkas,[],8/20/2014,8/25/2014,Utenos miestas,Vyžuonos parkas – didžiausias parkas Utenoje. Ne tik uteniškius bet ir miesto svečius vilioja parke įrengta 25 km ilgio riedučių dviračių riedslidžių trasa žiemą pavirstanti į slidinėjimo trasą. Parke taip pat įrengti 7 tiltai.,http://utenainfo.lt/lt/vyzuonos_parkas,Vyžuona park,9,Utena,Vyžuona park - the biggest park in Utena. In the park there is a 2.5km length track for skates bikes roller skis that turns into a skiing and snowboarding track in winter time.,http://utenainfo.lt/lt/vyzuonos_parkas,,2
606621.27,6164702.683,2182,Bikuškio dvaras,[],8/20/2014,8/25/2014,Bikuškio k. Sudeikių sen. Utenos r.,Bikuškio dvaro sodyba Bikuškio k. Utenos r. įsikūrusi Alaušo ežero pusiasalyje vakarinio kranto kyšulyje kurio statūs šlaitai leidžiasi į ežerą pietvakariuose – į daubą. Dauboje įvažiavimą į sodybą žymi akacijų eilė.,http://utenainfo.lt/lt/bikuskio_dvaras,Manor of Bikuškis,1,Bikuškis village Utena district,Bikuškis manor is located in the Western coast of Alaušas lake. The entrance to the homestead is surrounded by a line of acacia bushes.,http://utenainfo.lt/lt/bikuskio_dvaras,,5
497087.9158,5987597.411,2183,Meilės sala,[],8/20/2014,,Druskininkai,Meilės sala ir paplūdimys. Tarpukariu Nemuno pakrantė ties Meilės sala buvo populiari maudynių vieta. Nemunu ir salos viduriu ėjo demarkacinė linija skyrusi lenkiškuosius Druskininkus nuo Lietuvos buvusiosios kairiajame upės krante.,http://info.druskininkai.lt,Love island,9,,Love island and the beach. Interwar period Love island was a popular place for swimming.,,,2
600607.808,6152467.884,2184,Senasis Utenos paštas Dailės mokykla,[],5/13/2014,8/25/2014,J.Basanavičiaus g. 36 Utena,Utenos pašto kompleksas statytas 1830-1835 m. Tai Sankt Peterburgas - Varšuva trakto vidurys. Pašto stotis atlikdavo pašto tarnybų arklių keitimo kareivinių funkcijas čia taip pat buvo poilsio kambariai keliaujantiems ir laukiantiems karietų.,http://www.daile.utena.lm.lt,The Old Post Office School of Art,8,J. Basanavičiaus str 36 Utena,The Old Post office was built back in 1830-1835. It is the middle of highway Saint Petersburg - Warsaw. The used to be rooms for sleeping people could also exchange horses here as well as send mails.,http://www.daile.utena.lm.lt,,1
372038.8465,6164499.514,2185,Kazimiero Jauniaus klėtelė – muziejus,[],8/26/2014,,Lembo k. Kvėdarnos sen.,Lembo sodžiaus gale netoli Aitros upės ant kalvelės stovėjo Jaunių sodyba. 1991 metais buvo atstatyta klėtelė sodyba buvo aptverta žiogrių bei pjautine tvora. 1992 metais kovo mėnesį buvo atidarytas kraštotyros muziejus.,https://www.silalesmuziejus.lt,Kazimieras Jaunius granary - museum,8,Lembas,Lembas village near Aitra river on a hill stood a Jauniai homestead. In 1991 was restored granary. In 1992 was opened regional museum.,,,5
601178.5154,6152404.051,2186,Utenos kraštotyros muziejus,[],3/31/2014,8/26/2014,Utenio a. 3 Utena,Muziejuje surinkti ir saugomi archeologijos numizmatikos istorijos-etnografijos fotografijos raštijos dailės eksponatai.,http://www.utenosmuziejus.lt/,Local history museum of Utena,8,Utenio square 3 Utena,Exhibits of archeology history and ethnography photography literature and art are collected and kept in the museum.,http://www.utenosmuziejus.lt/,,2
476802.4041,6141532.369,2187,Šv. Antano skulptūra,[],8/27/2014,,Pašušvio k. Kėdainių r.,Šv. Antano su kūdikėliu Kristumi skulptūra pastatyta 1825 m. Autorius nežinomas.,,Statue of St Anthony of Padua,2,Pašušvys village Kėdainiai District,Statue of St Anthony of Padua with the Infant Jesus was erected in 1825. Author is unknown.,,,3
314761.8433,6149086.767,2188,Takas Naglių gamtos rezervate prie Pervalkos.,"[{'id':10, 'name': 'Nidos_kulturos_ir_turizmo_informacijos_centras_Agila'}]",3/17/2014,9/29/2014,Kelio Smiltynė – Nida 32 kilometras.,Viena įspūdingiausių Kuršių nerijos vietų. Pamatysite Pilkąsias Mirusias kopas užpustytas buvusių gyvenviečių vietas po smėliu palaidotus šimtamečių miškų dirvožemius. Įrengtas specialus pažintinis takas kurio ilgis 1100 m.,http://www.visitneringa.com/lt/main/places?id=58949,Cognitive pathway in Nagliai nature reserve,11,31st km. of road Smiltynė - Nida,One of the most spectacular places on the Curonian Spit - the Dead dunes. A seemingly endless amount of white sand spread along the Curonian lagoon composes a Sahara like view. Once populated villages now buried under layer upon layer of sand.,,,4
497853.9039,5980710.789,2189,Raigardo slėnis,[],8/20/2014,,Raigardo draustinio teritorija priklauso Druskininkų savivaldybei,Tai kraštovaizdžio draustinis su didžiausiu šalyje sufoziniu cirku 9 km už kurorto važiuojant Gardino plentu. Apie Raigardą sukurta daug legendų ir padavimų. Sakoma kad čia labai seniai stovėjęs didis miestas vėliau prarytas žemės.,http://info.druskininkai.lt,Raigardas valley,9,Raigardas reserve territory belongs Druskininkai municipality.,About Raigardas created many legends and stories.,,,5
309381.2766,6133252.217,2190,Tylos slėnis,"[{'id':10, 'name': 'Nidos_kulturos_ir_turizmo_informacijos_centras_Agila'}]",3/17/2014,9/29/2014,Nidos gyvenvietės pietinėje pusėje Neringos sav.,Šiaurinėje Parnidžio kopos papėdėje plyti rami kopų apsupta vieta – Tylos slėnis. Nuo čia prasideda Parnidžio pažintinis takas ilgis 18 km kuriuo eidami susipažinsite su Kuršių nerijos kraštovaizdžiu flora ir fauna.,http://www.visitneringa.com/lt/main/places?id=43550,The valley of silence,9,On the southern part of Nida settlement Neringa,At the foot of the Parnidis dune lies a peaceful place called the valley of Silence. The Parnidis cognitive path 1.8km begins from there. When walking on the path everyone can get acquaintance with the landscape flora and fauna of the Curonian Spit.,http://www.visitneringa.com/lt/main/places?id=43550,,3
314115.3433,6143210.624,2191,Karvaičių kopa,"[{'id':10, 'name': 'Nidos_kulturos_ir_turizmo_informacijos_centras_Agila'}]",3/17/2014,9/29/2014,Į Šiaurę nuo Preilos gyvenvietės Neringos sav.,Karvaičių kopa saugo Kuršių nerijos kaimo užpustymo istoriją. Iki 1797 m. čia buvo Karvaičių kaimas – tautosakininko ir poeto profesoriaus Liudviko Rėzos gimtinė.,http://www.visitneringa.com/lt/main/places?id=43565,The Karvaičiai dune,9,To the north of Preila settlement Neringa,The Karvaičiai dune represents the history of a sand bound village. Karvaičiai village which was home to the poet and professor Ludwig Rhesa was completely buried under the sand by the year of 1797.,http://www.visitneringa.com/lt/main/places?id=43565,,1
601208.1504,6152395.658,2192,Lauko galerija,[],8/19/2014,8/26/2014,Utenio a. Utena,Visą  liepos mėnesį Utenio a. stiklo galerijoje eksponuojama senoji keramika iš Utenos kraštotyros muziejaus fondo.,http://utenainfo.lt/lt/utenio_aikste,Outside gallery in Utenis square,12,Utenio square Utena,During a month of July there is a small glass-covered gallery where old pottery owned by Local History Museum of Utena is displayed.,http://utenainfo.lt/lt/utenio_aikste,,5
603815.8873,6152553.08,2193,Utenos aludarystės pažinimo centras,[],5/13/2014,8/26/2014,Pramonės g. 12 Utena,Čia gyvai pamatysite kaip darykloje verdamas alus ir galėsite patys įsitikinti jo kokybe: dalyvausite ekskursijoje po daryklą apžiūrėsite aludarystės muziejų degustuosite alų ir bendrausite su aludarais.,http://www.utenosalus.lt,Centre of Brewing Experience,8,Pramonės str 12 Utena,If you visit the new Utena Brewery Museum you will learn the whole history of this brewery. This is the only place where you can look at the exposition of innovations advertisement and familiarize yourself with the beer brewing process.,http://www.utenosalus.lt,,4
598073.7344,6149872.567,2194,Narkūnų piliakalnis,[],8/22/2014,8/26/2014,Narkūnų k. Leliūnų sen. Utenos r.,Piliakalnis įrengtas atskiroje kalvoje Utenėlės upės kairiajame krante. Spėjama kad XIII amžiuje čia stovėjo Nalšios kunigaikščio Daumanto pilis prie kurios ir kūrėsi gyvenvietė davusi užuomazgą Utenos miestui.,http://utenainfo.lt/lt/narkunu_piliakalnis,Narkūnai  hillfort,10,Narkūnai village Utena district,It is supposed that in the 13th cent. the castle of the Duke Daumantas of Nalšia was here by which the settlement was established and it was the beginning of Utena town. In 1433 the castle was burnt down by the Livonian Order.,http://utenainfo.lt/en/narkunai__hillfort,,4
593181.5788,6145710.663,2195,Pakalnių piliakalnis,[],8/22/2014,8/27/2014,Pakalniai Leliūnų sen. Utenos r.,Piliakalnis įrengtas atskiroje masyvioje kalvoje Vidinksto ežero pietvakariniame krante. Piliakalnis apardytas arimų aikštelėje stovi 1918 m. pastatytas kryžius atstatytas 1999 m. yra 4 partizanų kapai.,http://utenainfo.lt/lt/pakalniu_piliakalnis,Pakalniai hill fort,10,Pakalniai Utena district,The hill fort islocated at the South West coast of lake Vidinkstas. There are 4 graves of partisans and a cross at the observation deck.,http://utenainfo.lt/lt/pakalniu_piliakalnis,,1
605854.7722,6141002.413,2196,"Betoninių skulptūrų muziejus ""Drakono džiungl",[],8/19/2014,8/27/2014,Vytauto g. 10 Kuktiškės Utenos r.,Šį muziejų savo sodyboje 2000 metais ėmėsi kurti Levutė ir Petras Meškauskai. Per dešimtmetį buvo nulipdyta apie 60 betoninių skulptūrų. Muziejuje rengiamos edukacinės pamokėlės dalį skulptūrų galima įsigyti.,http://utenainfo.lt/lt/levutes_meskauskienes_privatus_betoniniu_skulpturu_muziejus_drakono_br_dziungles,"Museum of concrete sculptures ""Drakono džiunglės""",8,Vytauto str 10 Kuktiškės village Utena district,The museum has been started to create by Levutė and Petras Meškauskai in 2000. During the decade they have made around 60 sculptures out of concrete: vases and variety of animals.,http://utenainfo.lt/en/private_museum_of_concrete_sculptures_drakono_dziungles_by_levute_meskauskiene_,,2
491966.1644,6047236.666,2197,Aukščiausias Lietuvos medis,[],8/28/2014,8/28/2014,Degsnės botaninis draustinis,"Privažiuoti prie aukščiausio Lietuvos medžio galima geros kokybės gruntiniu keliu 25 km atstumu nuo pagrindinio kelio Kaunas-Alytus. 
Savaime maumedžiai pas mus neauga tačiau kadaise tarp ledynmečio laikais tai buvo įprasti medžiai Lietuvo",,The tallest tree in Lithuania,9,Degsnė botanical reserve,"The tallest tree in Lithuania is a 46-metre-high 150-year-old larch. It grows in the Degsnė
botanical reserve. The unique manmade Degsnė larch grove has been protected since 1960.",,,5
481575.3642,6046081.088,2198,V. M. Putino gimtinės memorialinis muziejus,[],8/28/2014,8/28/2014,Pilotiškių kaimas,"Garsaus Lietuvos rašytojo V. Mykolaičio-Putino 1893–1967 gimtinė – Pilotiškių kaimas.
Memorialinė sodyba veikia nuo 1967 m. Iki 1996 m. ją globojo Maironio lietuvių literatūros muziejus o 1997 m. sodyba tapo Prienų krašto muziejaus pada",,Vincas Mykolaitis-Putinas Memorial Museum,8,Pilotiškės,The memorial homestead has been open in the village since 1967. In 1997 the homestead became a part of the Prienai regional museum. Many events take place at the homestead.,,,5
401433.1583,6147231.92,2199,Klemenso Lovčiko liaudies amatų muziejus,[],8/28/2014,,Šilalės raj. Upyna,Šiame senoviniame mediniame pastate visuomenininkas K. Lovčikas sukaupė apie 3.500 eksponatų visi jie iš Upynos apylinkių. Daugelis daiktų surinkta 8 dešimtmetyje kai įsibėgėjo melioracijos vajus.,https://www.silalesmuziejus.lt,Klemensas Lovčikas folk crafts museum,8,Upyna,This ancient wooden building K. Lovčikas accumulated about 3500 exhibits all of them from Upyna neighborhoods.,,,4
614960.7994,6136529.603,2200,Saldutiškio dvaras,[],8/22/2014,8/28/2014,Saldutiškis Utenos r.,Saldutiškio dvaras jau žinomas unijinės Lietuvos laikotarpiu kuris minimas nuo XVIII a. pabaigos.Seni klasicizmo stiliaus rūmai buvo daug kartų perstatinėjami kiti pastatai keitė savo paskirtį.,http://utenainfo.lt/lt/saldutiskio_dvaras,Saldutiškis estate,1,Saldutiškis village Utena district,Saldutiškis estate is known since 18th century. The old palace of classicism had been rebuild many times other buildings next to it changed their purpose as well.,http://utenainfo.lt/lt/saldutiskio_dvaras,,3
615593.1384,6138085.575,2201,Triušiukų paroda,[],5/13/2014,8/28/2014,Girios g. 2 Antalamėstės k. Saldutiškis Utenos r.,Čia galite susipažinti su 40 skirtingų veislių grynaveislių triušių ir triušiukų pasigrožėti tauriaisiais elniais pajodinėti poni arkliuku.,http://www.triusiukai.lt/,Exhibition of rabbits,8,Girios str 2 Antalamėstės village Utena district,During the time at the homestead people can take a look at 40 different species of pure breeded rabbits and royal stags ride a Pony horse use trampoline and swing play basketball and more.,http://utenainfo.lt/en/exhibition_of_rabbits,,2
617782.1469,6115561.774,2202,Peršokšnos piramidinė eglė,[],8/21/2014,,Antaviešė,,http://www.svencionys.lt,Peršokšna pyramid fir tree,9,,,,,2
623150.3531,6144510.26,2203,Varniškių etnografinis kaimas,[],8/22/2014,8/28/2014,Varniškių k. Tauragnų sen. Utenos r.,Kaime yra keletas žaliųjų galiūnų ąžuolų liepų. Varniškių ąžuolui – apie 500 metų. Jo kamieno viduje nuo pat žemės yra didelė tuščia erdvė į kurią sutilptų 5–6 suaugę žmonės. Karo metu jame gyventojai slėpė grūdus la,http://utenainfo.lt/lt/varniskiu_etnografinis_kaimas,Varniškės ethnographic village,3,Varniškių village Utena district,The oak of Varniškės the diameter of which is 1.8 m nobly looks at its visitors. It is a descendant of the old oak-woods which became a natural monument in 1960 and was declared to be a protected object by the Minister of Environment on 3 Nov 1999.,http://utenainfo.lt/en/varniskes_ethnographic_village,,3
392692.1383,6170674.926,2204,Sietuvos kūlgrinda,[],8/28/2014,8/28/2014,Burbiškių Reistrų Dargių kaimai,Burbiškių Reistrų Dargių kūlgrinda vad. Sietuvos kūlgrinda. Takai keliai ar jų dalys dangos – akmenimis grįsta seno kelio dalis einanti per Sietuvos upelį ir užpelkėjusį jo slėnį.,https://www.varniuparkas.lt,"""Sietuvos kūlgrinda""",0,Burbiškiai Reistrai Dargiai villages,,,,4
628589.5142,6143607.221,2205,Strazdų etnografinis kaimas,[],8/22/2014,8/28/2014,Strazdų k. Tauragų sen. Utenos r.,Kaimas prisiglaudęs tarp Baluošo ežero ir miško šalia maždaug 400 metų senumo ąžuolų. Kaimo muziejinė retenybė – dūminė pirkia statyta XIX a. viduryje.,http://utenainfo.lt/lt/strazdu_etnografinis_kaimas,Strazdai etnographic village,3,Strazdai village Tauragnai eldership,The people in this village are known for their love of song and beautiful woven fabrics. Ethnographers have identified and collected over 200 songs from this area. There is a textile loom standing in each house.,http://utenainfo.lt/en/strazdai_ethnographic_village,,2
310223.0344,6134679.761,2206,Hermano Blodės muziejus,"[{'id':10, 'name': 'Nidos_kulturos_ir_turizmo_informacijos_centras_Agila'}]",3/17/2014,9/29/2014,Skruzdynės g. 2 Nida Neringos sav.,Viešbutyje „Nidos smiltė“ veikia Hermano Blodės muziejus kuriame eksponuojami faktai ir nuotraukos iš viešbučio istorijos. XIX a. pab. – XX a. pr. viešbutyje veikė Nidos menininkų kolonija. Čia lankėsi Maksas Pechšteinas Zigmundas Fro,http://www.visitneringa.com/lt/main/places?id=58953,Herman Blodė hotel museum,8,Skruzdynės st. 2 Nida Neringa,Hotel museum established in the hotel “Nidos smiltė” represents the rich history of hotel’s existence on XIX – XX centuries and its Artists’ colony. Lots of famous artists such as Max Pechstein Sigmund Freud and Thomas Mann had been visited t,http://www.visitneringa.com/lt/main/places?id=58953,,4
309257.5836,6134086.185,2207,Nidos švyturys,"[{'id':10, 'name': 'Nidos_kulturos_ir_turizmo_informacijos_centras_Agila'}]",3/17/2014,9/29/2014,Urbo kalnas centrinė Nidos gyvenvietės dalis Neringos sav.,Urbo kalnas yra viena pirmųjų Nidoje apželdintų kopų. 1874 m. ant jo buvo pastatytas 27 m. aukščio švyturys. II pasaulio karo pabaigoje švyturys susprogdintas vėliau perstatytas. Dabartinio švyturio aukštis - 293 m.,http://www.visitneringa.com/lt/main/places?id=43489,Nida lighthouse,1,Urbas hill centre part of Nida settlement Neringa,The Urbas hill is one of the first afforested dunes in Nida. In 1874 a 27m high lighthouse was built atop of it. In the end of the Second World War the lighthouse was destroyed then rebuilt. The current height of the lighthouse is 293m,http://www.visitneringa.com/lt/main/places?id=43489,,2
395008.5769,6237668.654,2208,Tirkšlių sinagoga,[],8/29/2014,,Tirkšliai,Ji statyta apie XIX a. vidurį. Tirkšlių sinagoga yra ankstyviausia iš vėlyvojo klasicizmo periodo sinagogų. Ji nedidelio tūrio stačiakampio plano dengta dvišlaičiu stogu. Sinagoga orientuota Rytų – Vakarų kryptimi.,,Synagogue,1,,Synagogue was built in the nineteenth century.,,,5
599471,6080928,2209,Spragiliniai,[],10/16/2014,10/16/2014,koordinate 1,,,,1,,,,,1
471069.0953,6184235.146,2210,Stogastulpis,[],1/14/2015,1/14/2015,Basanavičiaus g. gale,1989 m. minint pergalės prieš bermontininkus 70-metį pastatytas stogastulpis. Šalia pasodinta 70 ąžuolų giraitė,,,2,,,,,2
433157.9508,6167571.973,2211,Kelmės krašto muziejus,[],8/19/2014,,Dvaro g. 15 Kelmė,Kelmės krašto muziejus įsikūręs Kelmės dvaro rūmuose. Kelmės dvaro ansamblis – valstybės saugomas kultūros paveldo objektas vertinamas kaip retai išlikusi baroko stiliaus Lietuvos provincijos dvaro sodyba.,http://www.kelme.lt/,Kelmė museum,8,Dvaro str. 15 Kelmė,"Kelmė museum is located in Kelmė manor house. 
Kelmė manor ensemble - state conservation of cultural heritage.",,,3
432783.3,6167070.586,2212,Švč. Mergelės Marijos ėmimo į dangų bažnyč,[],8/19/2014,8/19/2014,S. Dariaus ir S. Girėno g. 20 Kelmė,Lietuvos didysis kunigaikštis Vytautas Kelmėje 1416 m. įsteigė parapiją ir pastatė bažnyčią. Antroji bažnyčia pastatyta 1484 m. 1900 m. patvirtintas architekto J. Dzekonskio mūrinės bažnyčios projektas. 1901 m. medinė bažnyčia nugriauta,http://www.kelme.lt,St. Mary of the Assumption Church,1,S. Dariaus and S. Girėno str. 20 Kelmė,,,,3
433041.2693,6166861.83,2213,Kelmės evangelikų reformatų bažnyčia,[],8/19/2014,,Vytauto Didžiojo g. 75 Kelmė,Pastatyta 1615 m. po gaisro 1767 m. Jurgio Gruževskio lėšomis 1807 m. atstatyta. Renovuota 1992 m.,http://www.kelme.lt,Evangelical reformed church,1,Vytauto Didžiojo str. 75 Kelmė,Was built in 1615. After a fire in 1767 Jurgis Gruževskis funds restored in 1807. Renovated in 1992.,,,3
449586.6818,6162775.67,2214,Tytuvėnų bažnyčios ir vienuolyno ansamblis,[],8/19/2014,,Maironio g. 2a Tytuvėnai,Žemaitijos pietrytinėje dalyje Tytuvėnų miestelyje XVII-XVIII a. pastatytas unikalus tėvų bernardinų vienuolynas. Vienuolyno ir bažnyčios ansamblis įkurtas ant skardingo kažkada patvenkto Tytuvos upelio kranto.,http://www.kelme.lt https://www.tytuvenai.eu,Tytuvėnai church and monastery ensemble,1,Maironio str. 2a Tytuvėnai,Dating back from 17th-18th centuries this outstanding architectural monument renowned for its arcades inner courtyards and ancient buildings is famous not only in Lithuania but in northeastern Europe as well.,,,4
449688.8111,6163183.659,2215,Tytuvėnų regioninis parkas,[],8/19/2014,,Miško g. 3 Tytuvėnai Kelmės r.,Ežerai tarsi suverti ant vienos gijos ledyno tirpsmo vandens išgraužtame slėnyje. Regioninis parkas neįsivaizduojamas be tyruliais vadinamų pelkynų akmenų pylimų „rūžų“ be Tytuvėnų bažnyčios ir vienuolyno architektūrinio ansamblio,https://www.trp.lt http://www.kelme.lt,Tytuvėnai regional park,7,Miško str. 3 Tytuvėnai,The highlights of the Park include “Forest Museum” Gilius lake educational trail 33 km Gilius and Bridvaišis lakes bicycle trail 135 km long suitable for the disabled Tytuvėnai Regional Park Visitor Centre 15 metre tall viewpoint tower.,,,1
433175.9975,6177728.187,2216,Palendrių Šv. Benediktino vienuolynas,[],8/19/2014,,Palendrių kaimas Kelmės raj.,Palendrių Šv. Benedikto vienuolynas yra įsikūręs Palendrių kaime Kelmės rajone. Nuostabi monumentali gamta - iškilios kalvos įvedančios į Žemaičių aukštumą aukštas dangus Vainagių girios besitęsiančios ligi Kurtuvėnų pakrašty,https://www.palendriai.lt http://www.kelme.lt,Palendriai St. Benedictine Monastery,1,Palendriai village,Palendriai Gate of Dawn St. Virgin Mary’s Monastic Church is a monolithic one-tower building consecrated in 1938.,,,3
433969.5734,6158547.993,2217,Liolių Šv. Simono ir Judo Tado bažnyčia,[],8/19/2014,,Liolių miestelis Kelmės r.,Bažnyčia – viena seniausių medinių bažnyčių Lietuvoje pasižyminti išskirtine architektūra puošniu interjeru kuriame gausu autentiškų XVIII –XIX a. paminklų. Liolių bažnyčios viduje vertingiausias XVIII a. pabaigoje sukurtas didysi,http://www.kelme.lt,St. Apostles Simon and Jude Thaddeus’ Church,1,Lioliai,A fine example of Lithuanian wooden Baroque style the Church was built in 1768. The churchyard houses a threetier tapering belfry built in 1857.,,,4
379849.1243,6236500.441,2218,Renavo Šv. Izidoriaus bažnyčia past.1936,[],8/26/2014,,Renavas,Bažnyčia stačiakampio plano su prieangiu ir bokšteliu. Šventoriaus tvora medinių statinių.,,St. Isidore church,1,,Built in 1936.,,,3
499404.6269,6214645.55,2219,Kompozitoriaus J. Pakalnio gimtinė,[],8/26/2014,8/26/2014,Veselkiškių k. Linkuvos sen. Pakruojo r. sav.,Memorialinės sodybos lankytojai gali susipažinti su išlikusiais asmeniniais kompozitoriaus ir jo šeimos daiktais muzikologų veikalais spaudos publikacijomis šeimos fotografijų albumais.,https://www.pakruojistic.lt,Birthplace of composer J. Pakalnis,8,Veselkiškiai,The visitors of the memorial house can get acquainted with the remains of the composer’s personal and family items musicologist’s works press publications family photo albums.,,,3
569813.5019,6103326.974,2220,Švč. Mergelės Marijos bažnyčia,[],8/14/2014,,Šešuolėliai II,Švč. Mergelės Marijos Visų Malonių Tarpininkės bažnyčia. Prie kelio į Širvintas aukštumoje atviroje vietoje 1910 m. pastatyta neogotikinė bažnyčia. Fundatorius Šešuolėlių dvarininkas V. Jasinskis bažnyčioje įrengė savo giminės,http://www.sirvintos.lt,Church of the Holy Virgin Mary,1,,Holy Virgin Mary Mediatrix of All Graces church.,,,1
415594.0124,6184478.643,2221,Užvenčio dvaro sodybos svirnas,[],8/19/2014,,Dvarčiaus k. Užvenčio sen. Kelmės r.,Užvenčio kraštotyros muziejus įkurtas 1965 m. Nuo 1973 m. muziejus yra įsikūręs restauruotame Užvenčio dvaro svirne. Šis dvaras garsus tuo kad čia 1887–1898 m. gyveno rašytoja Marija Pečkauskaitė-Šatrijos Ragana.,http://www.kelme.lt  https://www.kelmesmuziejus.lt,Užventis manor barn,8,Dvarčius village,Užventis regional museum founded in 1965. Since 1973 the museum is housed in a restored mansion Užventis barn.,,,3
415862.8296,6184316.718,2222,Užvenčio malūnas,[],8/19/2014,1/16/2015,P. Višinskio g. 28 Užventis,Jau 1759 m. Užventyje veikė malūnas ant Ventos upės ir „bravoras“. Šiandien Užvenčio vandens malūnas prikeltas naujam gyvenimui. Atkurta senoji turbina gamina elektros energiją.Visa šiaurine Ventos pakrante nuo 2003 m. įrengtas sveikatingu,https://www.uzvenciomalunas.lt http://www.kelme.lt,Užventis Watermill,1,P. Višinskio str. 28 Užventis,The building housing Užventis watermill and distillery is one of the remaining buildings situated on the grounds of the former Užventis Estate.,,,3
433182.5571,6166718.69,2223,VšĮ Kelmės turizmo ir verslo informacijos centr,[],8/19/2014,,Birutės g. 4 Kelmė,,https://www.kelmevic.lt,Kelmė Business and Tourism Information Centre,6,Birutės str. 4 Kelmė,,,,2
422441.1279,6186946.373,2224,Povilo Višinskio memorialinis muziejus,[],8/19/2014,,Ušnėnų kaimas Užvenčio seniūnija Kelmės raj.,Muziejus atidarytas 1960 m. švietėjo ir literato Povilo Višinskio 1875–1906 sodyboje. Jo gimtajame name įrengta memorialinė ekspozicija kurioje atsispindi ir kaimynystėje gyvenusios rašytojos Žemaitės 1845–1921 gyvenimo ir kūrybos keli,https://www.kelmesmuziejus.lt,Povilas Višinskis memorial museum,8,Ušnėnai village,The museum opened in 1960 educator and literary Višinskis 1875-1906 house.,,,2
430365.6325,6186832.56,2225,Šaukėnų kraštotyros muziejus,[],8/19/2014,,Juodlės g. 1 Šaukėnai Kelmės rajonas.,Šaukėnų kraštotyros muziejus įkurtas 1999 m. Muziejuje veikia ekspozicija supažindinanti su miestelio istorija bei čia gyvenusiais įžymiais žmonėmis. Eksponuojami dailinkės Valerijos Zalensienės dailės darbai...,https://www.kelmesmuziejus.lt  http://www.kelme.lt,Šaukėnai Ethnographic Museum,8,Juodlės str. 1 Šaukėnai,Šaukėnai museum founded in 1999. The Museum houses exhibits telling the history of the township and its people. Valuable ethnographic items are on display as well as the interior of a farmer’s house.,,,3
